orbital_period,transit_duration,transit_depth,planet_radius,eq_temperature,insolation_flux,stellar_temp,stellar_radius,stellar_gravity,target
4.692680899768591,5.177701000933254,0.9715326909010507,1.0817391348753969,310.6287015316108,983.6457729649994,4565.356506505678,0.5378201365520353,4.108823038749003,2
30.101214309175212,3.6646556412898987,0.33134700710305076,1.7053064891939052,351.3493131659866,78.26290217339418,4994.5664314825135,0.6230521235903249,4.926582653206596,3
13.167456935454494,5.380197851005963,0.48204105811208253,1.852661042819343,355.29502121786544,119.23073864586061,5068.676239703518,1.4863499229441621,4.623740273820053,3
9.129425537759532,5.6105857452838235,0.19609771273839294,0.8052091137463937,271.80262559708785,50.56617681195948,6459.086777530047,0.8152167373772861,4.495167789343326,0
1.6962487046234629,5.559790447931039,0.6107800710757683,0.6004604180379073,259.18913777290174,297.70441744109667,4907.927092158399,0.6153010903390493,4.939481986535325,0
1.695962919146052,6.080780725554622,0.2806832155159743,1.816025679699258,303.9071531484824,145.79076650342594,4434.910635257658,0.6069912611746233,4.740304296673673,2
0.5983876860868067,5.833922154548904,0.20699257843842678,1.0841074084683129,343.0818062248972,301.1700141513138,5136.505358747193,1.2194599676699718,5.223281645625684,3
20.112308644799395,5.459180079228437,0.5165726284459791,1.312641446401345,306.9530199326709,486.2274151745636,3962.679981226816,1.3545686640326409,4.27007036884243,2
9.190821536272646,4.929834288541353,0.005505799160420821,1.9520987180761384,221.15017589045016,2864.4020229109,4954.021608697867,0.7569522995084699,4.285182510736246,2
12.312500617045902,3.3390390664840086,0.0076640326492253275,0.5998470918713343,259.8587778024579,942.5732609026779,5008.01264114758,0.520909512335235,3.8494453668043276,0
0.20799307999138622,5.4296182191325855,0.21906880910185778,1.4724770111781433,296.3013568202811,1801.6509430520837,5397.300191472606,0.7230900184453558,4.28550964131379,2
35.03557475158312,5.207687687163111,0.03672136250082114,0.6111581338623007,296.21671978370847,1239.087162576117,5486.811124713923,0.5565156907967573,4.982384947151223,0
17.86429543354675,5.271578837195373,0.10802575413069138,1.0632033926997506,398.6271088394904,119.35028499273858,4748.2151905461415,0.6033949366300415,5.149993686131067,3
2.3868762524894698,3.723251424179691,0.3388606493387516,1.70572181779017,230.7006028800501,1331.5047302673324,4924.6929926850335,0.9315081198476424,4.980152584043334,2
2.0067898874966335,3.9189434595917376,0.8025856795798129,1.1502083491334516,325.27946209179373,321.7200217866131,4616.9395846946645,0.7299183708616326,3.602904066725282,3
2.0261142283225704,6.053152853332904,0.5720486433693008,1.9957735308544255,374.45565541641446,1019.1761104201651,4435.968722596153,1.0159458785254234,5.041572606330368,3
3.627537294604771,4.960444846143345,0.5126677259564164,1.3385889274199032,413.57248727113983,416.9740430229774,5154.947389690317,0.7534937532571904,3.5807406883639645,3
7.439278308608545,5.681500697372624,0.29348882320812164,0.9817432289539303,279.7801288408019,6062.858841701481,4363.207225701701,1.4405373011029476,4.949058662061174,0
5.655370667803367,5.0283183761304615,0.9317537194328164,0.8301669888571297,324.57147263601,305.91594300613957,4792.686549714069,1.4059439679262646,4.316107736714472,1
3.442229925539415,5.0297561394957455,0.39701504123719167,1.0257808014292427,328.48801785993237,327.29711615012036,4502.413020050381,1.066806105010466,4.851266656966928,3
9.463708738997987,5.938283805975997,0.08709276679577149,1.0587999106393262,309.77408657766455,2668.9101002710668,5274.84159314513,0.8544239919873862,3.833775826052717,2
1.5023452872733867,4.4839552717826265,0.6170665161178013,0.6030705165859415,295.0577399380347,24.953161282464986,5900.715049633244,0.8811468820347356,5.085583816353074,0
3.4551551200240227,5.0961207769409835,0.11383839347660141,1.0543612991401599,321.7987694750023,1192.9965572421172,4349.206008598334,0.911852283144497,3.7675126269475556,3
4.56277218220847,4.537724711294958,0.3452231428016921,1.1963577796088374,173.38769573901573,1292.1717616131734,4073.4907585512155,1.227579322134944,4.165772544573411,2
6.08934687859775,4.565503772567684,0.5074119387178089,1.584106628358207,334.10347450313157,1810.1999184618192,4937.556557324966,0.9516389955188379,4.0009526861154825,3
15.379360110309118,4.690827876531361,0.8742225246851758,1.485094227082412,306.30889518309834,3666.6996795108043,5007.848897978879,1.3567299465058973,3.6228575735887505,2
2.227358621286903,5.222133771633713,0.49354658034011867,1.5631484828437314,288.87625516108676,3713.2508037375296,5109.329653378649,1.4440947859303646,4.547263783794234,2
7.220291550331277,4.5212513783365225,0.7022587660316643,0.5125455228152856,402.3431097859779,67.5047909066137,4776.839742382827,0.8359461533789339,5.403044558918481,1
8.975047213097605,6.255756125573521,0.9928168389990704,0.8265010993708041,266.2532990604724,1725.069454698212,4899.680350587284,1.06069448137568,5.833452611160005,0
0.47563849756408544,4.105392697780496,0.13148911989798162,1.4925264325997847,279.84620054674843,1039.3342681449662,5183.755205270301,0.5950565368325644,4.548577893543124,2
9.353330206496102,4.813128355838641,0.2747315255195195,1.2259840522696206,399.5776651102367,1042.2569112326948,5520.21544632242,0.700469047766359,5.058340637533761,3
1.8696125197741642,4.560268941725825,0.3945760755976464,0.5079702135025189,258.39693475750715,137.36722760166387,4022.4756148408587,0.9134657667101601,4.616047318964268,0
